Arch2_bench1,Arch2_bench2,Arch2_sa,Arch2_ff,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch4_ff,Arch5_bench1,Arch5_bench2,Arch5_sa,Arch5_ff,total_cnk,
8183,8173,8183,0,5057,5090,6671,0,8183,8178,8183,0,8183,
6953,6943,6953,0,4775,4817,5945,0,6953,6949,6953,0,6953,
6794,6792,6794,0,4960,5006,5944,0,6794,6794,6794,0,6794,
7146,7146,7146,0,5191,5235,6249,0,7146,7146,7146,0,7146,
7062,7057,7062,0,4998,5025,6104,0,7062,7062,7062,0,7062,
7039,7039,7039,0,4883,4895,6057,0,7039,7039,7039,0,7039,
6651,6651,6651,0,5039,5034,5914,0,6651,6651,6651,0,6651,
6506,6506,6506,0,4883,4865,5765,0,6506,6506,6506,0,6506,
6605,6605,6605,0,4885,4902,5856,0,6605,6605,6605,0,6605,
7122,7121,7122,0,5084,5118,6196,0,7122,7122,7122,0,7122,
7703,7703,7703,0,5102,5165,6487,0,7703,7703,7703,0,7703,
6919,6919,6919,0,5057,5052,6102,0,6919,6919,6919,0,6919,
7367,7350,7367,0,4993,5043,6243,0,7367,7356,7367,0,7367,
7513,7512,7513,0,5130,5150,6373,0,7513,7513,7513,0,7513,
7759,7754,7759,0,5083,5113,6505,0,7759,7759,7759,0,7759,
6288,6288,6288,0,4836,4859,5656,0,6288,6288,6288,0,6288,
6564,6564,6564,0,4900,4931,5867,0,6564,6564,6564,0,6564,
6831,6829,6831,0,4806,4816,5906,0,6831,6829,6831,0,6831,
7383,7374,7383,0,5018,5050,6248,0,7383,7378,7383,0,7383,
7296,7296,7296,0,4984,5027,6234,0,7296,7296,7296,0,7296,
