Arch2_bench1,Arch2_bench2,Arch2_sa,Arch2_ff,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch4_ff,Arch5_bench1,Arch5_bench2,Arch5_sa,Arch5_ff,total_cnk,
9164,9183,9235,0,5413,5508,7294,0,9164,9206,9242,0,9252,
9390,9339,9408,0,5631,5707,7435,0,9390,9366,9409,0,9410,
9518,9490,9547,0,5691,5745,7561,0,9518,9513,9547,0,9550,
8531,8523,8531,0,5553,5605,7099,0,8531,8528,8531,0,8531,
8993,8972,8993,0,5598,5645,7381,0,8993,8987,8993,0,8993,
8123,8115,8123,0,5428,5454,6803,0,8123,8122,8123,0,8123,
9387,9347,9387,0,5640,5699,7528,0,9387,9367,9387,0,9387,
9407,9465,9526,0,5756,5854,7593,0,9407,9496,9528,0,9548,
8287,8272,8287,0,5334,5367,6889,0,8287,8282,8287,0,8287,
8959,8931,8959,0,5639,5689,7352,0,8959,8945,8959,0,8959,
8596,8578,8596,0,5565,5624,7092,0,8596,8592,8596,0,8596,
9584,9606,9670,0,5680,5762,7599,0,9584,9649,9684,0,9706,
8922,8907,8949,0,5609,5680,7281,0,8922,8938,8947,0,8951,
8882,8882,8917,0,5431,5504,7240,0,8882,8899,8917,0,8922,
8898,8900,8925,0,5728,5801,7354,0,8898,8913,8926,0,8929,
9291,9271,9316,0,5578,5663,7453,0,9291,9292,9313,0,9318,
9268,9299,9355,0,5537,5629,7396,0,9268,9326,9354,0,9370,
8812,8784,8812,0,5437,5474,7155,0,8812,8801,8812,0,8812,
9392,9413,9444,0,5761,5867,7608,0,9392,9421,9445,0,9452,
9205,9204,9266,0,5538,5594,7368,0,9205,9226,9258,0,9272,
