Arch2_bench1,Arch2_bench2,Arch2_sa,Arch2_ff,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch4_ff,Arch5_bench1,Arch5_bench2,Arch5_sa,Arch5_ff,total_cnk,
7524,7514,7524,0,5064,5114,6377,0,7524,7524,7524,0,7524,
8431,8434,8469,0,5169,5273,6866,0,8431,8457,8470,0,8477,
8691,8673,8691,0,5347,5391,7014,0,8691,8684,8691,0,8691,
7095,7095,7095,0,5123,5155,6203,0,7095,7095,7095,0,7095,
8099,8097,8099,0,5390,5425,6746,0,8099,8099,8099,0,8099,
6984,6983,6984,0,4972,5016,6077,0,6984,6984,6984,0,6984,
8636,8608,8636,0,5289,5342,6971,0,8636,8629,8636,0,8636,
7539,7539,7539,0,5285,5331,6482,0,7539,7539,7539,0,7539,
7857,7846,7857,0,5106,5149,6544,0,7857,7857,7857,0,7857,
7809,7798,7809,0,5232,5281,6582,0,7809,7806,7809,0,7809,
7902,7903,7908,0,5322,5368,6663,0,7902,7906,7909,0,7910,
6542,6542,6542,0,5042,5029,5876,0,6542,6542,6542,0,6542,
7060,7060,7060,0,5113,5138,6168,0,7060,7060,7060,0,7060,
7362,7362,7362,0,5322,5337,6400,0,7362,7362,7362,0,7362,
7657,7657,7657,0,5149,5160,6491,0,7657,7657,7657,0,7657,
7621,7618,7621,0,5309,5359,6540,0,7621,7621,7621,0,7621,
7575,7566,7575,0,5167,5198,6450,0,7575,7573,7575,0,7575,
6957,6955,6957,0,5008,5004,6048,0,6957,6957,6957,0,6957,
8309,8286,8309,0,5339,5394,6857,0,8309,8300,8309,0,8309,
7783,7775,7783,0,5196,5222,6523,0,7783,7780,7783,0,7783,
