Arch2_bench1,Arch2_bench2,Arch2_sa,Arch2_ff,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch4_ff,Arch5_bench1,Arch5_bench2,Arch5_sa,Arch5_ff,total_cnk,
8123,8121,8123,0,5379,5434,6799,0,8123,8121,8123,0,8123,
8878,8846,8878,0,5392,5429,7109,0,8878,8861,8878,0,8878,
8883,8861,8883,0,5449,5515,7169,0,8883,8877,8883,0,8883,
8358,8331,8363,0,5432,5479,6940,0,8358,8348,8362,0,8363,
8029,8021,8029,0,5200,5237,6690,0,8029,8023,8029,0,8029,
8988,8960,8988,0,5440,5487,7201,0,8988,8976,8988,0,8988,
8842,8813,8845,0,5461,5550,7126,0,8842,8829,8845,0,8845,
8388,8370,8388,0,5430,5494,6969,0,8388,8379,8388,0,8388,
8055,8047,8055,0,5391,5456,6816,0,8055,8051,8055,0,8055,
8843,8885,8924,0,5423,5488,7159,0,8843,8901,8927,0,8939,
8603,8582,8603,0,5515,5546,7089,0,8603,8595,8603,0,8603,
8182,8168,8182,0,5379,5425,6838,0,8182,8179,8182,0,8182,
7272,7270,7272,0,5031,5053,6255,0,7272,7271,7272,0,7272,
7824,7822,7824,0,5188,5226,6585,0,7824,7822,7824,0,7824,
8365,8394,8408,0,5347,5383,6973,0,8365,8399,8408,0,8415,
8265,8257,8265,0,5507,5574,6926,0,8265,8260,8265,0,8265,
7961,7950,7961,0,5311,5353,6711,0,7961,7955,7961,0,7961,
8305,8335,8349,0,5439,5472,6893,0,8305,8340,8350,0,8357,
7169,7165,7169,0,5149,5180,6272,0,7169,7169,7169,0,7169,
8613,8607,8643,0,5378,5450,7046,0,8613,8626,8641,0,8648,
