#cores,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
0.0001,29967.0,4910857.0,30458.0857,0.0,0.0,0.0,29967.0,4910857.0,30458.08570001123
0.00020000000000000001,29967.0,4910857.0,30949.171399999999,0.0,0.0,0.0,29967.0,4910857.0,30949.171400021667
0.00040000000000000002,29967.0,4910857.0,31931.342799999999,0.0,0.0,0.0,29967.0,4910857.0,31931.342800021135
0.00080000000000000004,29967.0,4910857.0,33895.685599999997,0.0,0.0,0.0,29967.0,4910857.0,33895.685600023869
0.002,29967.0,4910857.0,39788.714,0.0,0.0,0.0,29967.0,4910857.0,39788.714000030763
0.0040000000000000001,29967.0,4910857.0,49610.428,0.0,0.0,0.0,29967.0,4910857.0,49610.428000017346
0.0080000000000000002,29967.0,4910857.0,69253.856,0.0,0.0,0.0,29967.0,4910857.0,69253.856000023821
0.02,29967.0,4910857.0,128184.14,0.0,0.0,0.0,29967.0,4910857.0,128184.14000001784
0.040000000000000001,29967.0,4910857.0,226401.28,0.0,0.0,0.0,29967.0,4910857.0,226401.28000003568
0.080000000000000002,29967.0,4910857.0,422835.56,0.0,0.0,0.0,29967.0,4910857.0,422835.56000007136
0.20000000000000001,29967.0,4910857.0,1012138.4,0.0,0.0,0.0,29967.0,4910857.0,1012138.4000000005
0.40000000000000002,29967.0,4910857.0,1994309.8,0.0,0.0,0.0,29967.0,4910857.0,1994309.7999999998
1.0,29967.0,4910857.0,4940824.0,0.0,0.0,0.0,29967.0,4910857.0,4940824.0
