src,dst,spec,core_src,core_dst,#core,used_slot,tfk_slot
0,8,72.0,2,2,1,2,1.0
0,9,21.0,1,2,1,13,12.0
0,13,59.0,0,2,1,13,12.0
0,17,74.0,1,1,2,2,1.0
0,28,0.0,0,2,1,16,15.0
0,39,43.0,2,2,1,3,2.0
0,41,76.0,0,1,2,4,6.0
0,42,16.0,0,2,1,10,9.0
0,47,46.0,1,1,2,6,10.0
0,49,72.0,0,1,2,2,1.0
0,53,54.0,2,2,1,18,17.0
0,55,43.0,0,1,1,16,15.0
0,59,26.0,0,2,1,17,16.0
0,64,6.0,2,2,1,5,4.0
0,66,0.0,1,2,1,12,11.0
0,83,11.0,2,2,1,19,18.0
1,8,74.0,1,1,2,4,6.0
1,13,50.0,1,1,1,8,7.0
1,19,58.0,1,0,1,9,8.0
1,34,27.0,0,1,1,2,1.0
1,52,78.0,2,2,1,2,1.0
1,65,67.0,2,2,1,2,1.0
1,91,71.0,1,1,2,3,4.0
1,98,0.0,1,1,1,11,10.0
2,10,68.0,0,0,1,7,6.0
2,55,20.0,1,1,2,2,1.0
2,56,43.0,1,1,2,8,13.0
3,20,52.0,0,1,1,9,8.0
3,30,61.0,0,1,2,7,12.0
3,48,5.0,0,0,1,14,13.0
3,55,47.0,2,2,1,17,16.0
3,59,25.0,0,1,1,27,26.0
3,66,2.0,2,1,1,8,7.0
3,82,68.0,0,2,1,10,9.0
4,2,29.0,0,2,1,11,10.0
4,7,0.0,1,1,1,2,1.0
4,19,9.0,2,1,1,13,12.0
4,24,67.0,2,2,1,9,8.0
4,25,56.0,1,0,1,13,12.0
4,29,7.0,1,2,1,19,18.0
4,37,5.0,1,1,2,2,1.0
4,49,40.0,0,2,1,16,15.0
4,56,32.0,2,0,1,15,14.0
4,73,65.0,2,2,1,2,1.0
4,83,51.0,1,1,2,5,8.0
4,94,26.0,1,1,2,2,1.0
4,96,62.0,0,0,1,2,1.0
5,88,74.0,0,2,1,2,1.0
5,99,78.0,0,1,1,2,1.0
6,0,63.0,1,1,1,8,7.0
6,2,33.0,0,0,1,9,8.0
6,15,71.0,1,0,1,7,6.0
6,24,26.0,2,0,1,2,1.0
6,37,47.0,2,1,1,20,19.0
6,38,78.0,1,0,1,2,1.0
6,40,24.0,1,1,1,9,8.0
6,41,48.0,0,1,1,4,3.0
6,45,67.0,2,0,1,2,1.0
6,50,0.0,1,2,1,8,7.0
6,52,64.0,0,1,1,16,15.0
6,60,28.0,2,1,1,15,14.0
6,62,23.0,0,0,1,10,9.0
6,68,33.0,1,0,1,5,4.0
6,78,12.0,2,0,1,14,13.0
7,54,15.0,1,0,2,9,15.0
7,64,76.0,2,1,1,2,1.0
7,71,78.0,1,1,2,2,1.0
7,72,47.0,2,0,1,13,12.0
7,73,8.0,1,1,2,3,3.0
7,75,47.0,1,1,1,15,14.0
7,83,46.0,0,2,1,4,3.0
7,84,0.0,0,2,1,13,12.0
7,91,29.0,1,2,1,8,7.0
7,94,56.0,0,2,1,24,23.0
8,17,44.0,0,2,1,8,7.0
9,3,2.0,1,0,1,2,1.0
9,8,43.0,0,1,1,13,12.0
9,16,22.0,1,0,1,6,5.0
9,20,28.0,1,1,1,5,4.0
9,25,71.0,2,0,1,9,8.0
9,27,0.0,2,0,1,21,20.0
9,36,6.0,0,2,1,13,12.0
9,44,33.0,1,0,1,3,2.0
9,51,20.0,0,2,1,11,10.0
9,52,74.0,1,0,1,2,1.0
9,71,35.0,2,0,1,18,17.0
9,75,78.0,1,1,1,2,1.0
9,78,69.0,1,0,1,2,1.0
9,80,4.0,1,2,1,10,9.0
9,87,31.0,0,1,1,12,11.0
9,91,64.0,0,0,1,9,8.0
10,1,47.0,2,2,1,20,19.0
10,3,27.0,0,1,1,3,2.0
10,19,22.0,0,1,1,5,4.0
10,20,77.0,0,0,1,3,2.0
10,26,12.0,1,0,1,2,1.0
10,32,0.0,0,1,1,15,14.0
10,33,33.0,1,0,1,2,1.0
10,34,0.0,1,1,1,2,1.0
10,39,75.0,0,0,1,2,1.0
10,46,40.0,2,1,1,7,6.0
10,58,2.0,1,2,1,10,9.0
10,60,17.0,1,1,1,8,7.0
10,61,53.0,1,0,1,14,13.0
10,62,59.0,0,0,1,9,8.0
10,79,27.0,1,1,1,6,5.0
10,82,7.0,2,1,1,12,11.0
10,84,67.0,2,0,1,13,12.0
10,92,67.0,1,2,1,2,1.0
11,7,60.0,0,2,1,7,6.0
11,25,69.0,0,0,1,2,1.0
11,39,18.0,1,1,2,3,3.0
12,2,22.0,0,0,1,10,9.0
12,3,75.0,0,1,1,3,2.0
12,8,52.0,0,0,1,15,14.0
12,15,69.0,0,0,1,2,1.0
12,17,49.0,0,0,1,2,1.0
12,20,17.0,1,2,1,2,1.0
12,31,64.0,1,0,1,9,8.0
12,38,32.0,0,0,1,17,16.0
12,39,78.0,0,0,1,2,1.0
12,45,0.0,0,0,1,22,21.0
12,52,4.0,1,0,1,8,7.0
12,67,51.0,2,2,1,25,24.0
12,70,67.0,0,1,1,2,1.0
12,90,33.0,2,0,1,18,17.0
12,95,0.0,2,0,1,21,20.0
12,96,0.0,1,1,1,2,1.0
12,97,42.0,1,0,1,10,9.0
13,8,19.0,1,0,1,2,1.0
13,25,78.0,2,1,1,2,1.0
13,26,76.0,2,0,1,2,1.0
13,27,21.0,1,0,1,6,5.0
13,51,77.0,0,0,1,3,2.0
13,55,72.0,0,0,1,5,4.0
13,57,33.0,2,1,1,3,2.0
13,67,36.0,2,0,1,3,2.0
13,70,10.0,1,1,1,9,8.0
13,80,39.0,2,0,1,20,19.0
13,85,59.0,0,0,1,13,12.0
13,90,13.0,2,0,1,16,15.0
13,95,21.0,0,0,1,17,16.0
14,5,46.0,1,1,2,7,12.0
14,17,53.0,0,1,2,2,1.0
14,18,78.0,1,2,1,2,1.0
14,24,71.0,2,1,1,7,6.0
14,62,2.0,2,2,1,27,26.0
14,92,7.0,0,1,1,2,1.0
14,93,29.0,2,1,1,13,12.0
14,99,2.0,1,1,1,13,12.0
15,9,73.0,1,0,1,7,6.0
15,14,15.0,0,1,1,2,1.0
15,18,74.0,2,2,1,2,1.0
15,26,0.0,1,1,1,8,7.0
15,50,13.0,0,1,1,2,1.0
15,61,53.0,0,2,1,13,12.0
15,80,78.0,2,2,1,2,1.0
15,86,55.0,2,1,1,9,8.0
16,82,67.0,0,0,1,2,1.0
17,98,51.0,0,2,1,12,11.0
18,3,78.0,0,2,1,2,1.0
18,11,21.0,2,2,1,5,4.0
18,13,27.0,0,1,1,15,14.0
18,17,0.0,2,2,1,8,7.0
18,37,55.0,0,2,1,2,1.0
18,78,62.0,0,0,1,7,6.0
18,79,32.0,2,2,1,32,31.0
18,81,54.0,1,0,1,2,1.0
18,84,64.0,2,1,1,10,9.0
19,10,77.0,1,1,1,3,2.0
19,15,0.0,1,2,1,7,6.0
19,44,7.0,2,1,1,16,15.0
19,63,43.0,0,2,1,14,13.0
19,65,31.0,2,1,1,19,18.0
19,81,44.0,1,2,1,17,16.0
20,1,65.0,1,0,1,15,14.0
20,16,0.0,2,2,1,2,1.0
20,19,7.0,0,1,1,2,1.0
20,22,37.0,0,0,1,5,4.0
20,51,50.0,1,0,1,2,1.0
20,56,0.0,0,0,1,7,6.0
20,59,59.0,2,2,1,21,20.0
