src,dst,spec,core_src,core_dst,used_slot,tfk_slot
0,22,58,1,0,5,4.0
0,28,4,0,0,1,1.0
0,62,63,1,0,17,16.0
0,65,3,0,0,1,1.0
0,67,63,0,1,17,16.0
0,93,46,2,0,17,16.0
1,3,63,0,2,17,16.0
1,17,63,2,1,17,16.0
1,34,63,1,2,17,16.0
1,85,0,0,2,5,4.0
1,91,5,1,1,17,16.0
2,14,0,1,2,5,4.0
2,35,15,0,2,5,4.0
2,61,22,2,2,41,40.0
2,69,22,1,0,41,40.0
2,77,63,0,1,17,16.0
2,82,0,0,1,5,4.0
2,84,6,0,0,9,8.0
2,91,63,2,1,17,16.0
3,9,29,1,2,9,8.0
3,13,0,1,0,1,1.0
3,21,0,2,1,17,16.0
3,22,3,1,0,9,8.0
3,46,34,0,0,5,4.0
3,64,2,1,2,1,1.0
3,97,39,1,0,41,40.0
3,99,1,1,1,1,1.0
4,0,22,2,0,41,40.0
4,6,2,1,0,17,16.0
4,20,10,0,0,9,8.0
4,21,5,0,2,5,4.0
4,23,0,0,1,5,4.0
4,44,19,1,2,1,1.0
4,59,21,0,1,1,1.0
4,67,5,2,0,17,16.0
4,90,39,0,2,41,40.0
4,91,1,1,1,1,1.0
4,93,63,2,0,17,16.0
4,96,0,1,1,1,1.0
5,28,22,1,0,17,16.0
5,50,5,2,1,17,16.0
5,68,63,2,0,17,16.0
5,92,39,1,2,41,40.0
6,12,63,2,0,17,16.0
6,60,22,0,1,41,40.0
7,5,63,2,0,17,16.0
7,23,5,0,0,17,16.0
7,69,39,1,1,41,40.0
7,92,22,0,0,17,16.0
8,2,22,1,0,41,40.0
8,4,34,2,1,41,40.0
8,44,21,2,2,9,8.0
9,2,63,2,1,17,16.0
9,15,5,1,0,17,16.0
9,29,40,0,1,1,1.0
9,33,21,0,1,1,1.0
9,35,20,0,0,1,1.0
9,51,20,2,2,9,8.0
9,52,18,0,1,1,1.0
9,73,0,2,0,17,16.0
10,1,41,2,2,5,4.0
10,3,38,0,1,1,1.0
10,15,46,2,2,17,16.0
10,18,30,2,0,9,8.0
10,20,0,0,0,1,1.0
10,29,16,2,1,1,1.0
10,43,1,1,0,9,8.0
10,46,17,0,1,5,4.0
10,53,39,0,0,41,40.0
10,75,28,0,2,1,1.0
10,76,17,2,2,5,4.0
10,91,29,1,1,17,16.0
11,15,5,0,2,41,40.0
11,31,22,2,2,17,16.0
11,44,0,1,2,17,16.0
11,67,46,0,2,17,16.0
11,80,0,0,1,5,4.0
11,81,22,1,2,17,16.0
11,85,63,0,0,17,16.0
12,10,17,0,1,5,4.0
12,34,2,1,1,9,8.0
12,45,22,1,0,17,16.0
12,51,1,1,2,1,1.0
12,58,12,1,1,5,4.0
12,61,63,2,0,17,16.0
12,65,0,1,0,1,1.0
12,75,0,0,2,17,16.0
12,97,0,2,0,5,4.0
13,17,63,0,0,17,16.0
13,24,2,0,1,1,1.0
13,46,0,2,0,5,4.0
13,60,22,0,2,17,16.0
13,76,63,1,1,17,16.0
13,81,63,2,2,17,16.0
13,91,46,0,1,17,16.0
13,99,5,2,1,17,16.0
14,2,5,2,2,17,16.0
14,7,22,1,2,41,40.0
14,54,0,0,1,17,16.0
15,50,63,2,0,17,16.0
15,52,39,0,1,41,40.0
15,78,0,0,0,5,4.0
16,0,4,0,2,1,1.0
16,7,0,2,0,5,4.0
16,9,63,2,0,17,16.0
16,33,23,0,2,9,8.0
16,36,0,0,1,1,1.0
16,37,5,2,2,17,16.0
16,65,37,0,1,17,16.0
16,74,5,0,1,17,16.0
17,67,18,2,1,1,1.0
17,85,22,2,0,41,40.0
18,16,22,1,2,41,40.0
18,51,17,1,0,5,4.0
18,57,0,1,2,5,4.0
18,61,0,2,2,5,4.0
18,79,63,1,1,17,16.0
18,85,5,2,0,17,16.0
18,94,39,0,2,41,40.0
19,13,5,1,0,17,16.0
19,17,46,2,0,17,16.0
19,25,63,0,2,17,16.0
19,56,22,0,0,41,40.0
19,67,0,1,0,5,4.0
19,75,63,1,1,17,16.0
19,76,63,2,0,17,16.0
19,84,27,2,0,1,1.0
19,91,28,2,1,1,1.0
20,0,71,0,2,9,8.0
20,8,63,2,1,17,16.0
20,34,7,2,0,5,4.0
20,44,0,2,0,5,4.0
20,67,19,0,1,1,1.0
21,1,0,0,1,5,4.0
21,2,20,1,0,1,1.0
21,6,22,0,1,17,16.0
21,7,39,0,0,41,40.0
21,51,19,1,2,1,1.0
21,65,5,0,1,17,16.0
21,85,38,1,1,1,1.0
22,74,1,2,0,9,8.0
22,80,19,2,0,9,8.0
23,2,5,1,0,1,1.0
23,27,63,2,2,17,16.0
23,41,13,1,0,9,8.0
23,51,22,0,1,17,16.0
23,69,22,2,1,17,16.0
23,74,22,1,2,41,40.0
23,93,0,2,0,9,8.0
24,83,22,2,1,41,40.0
25,20,22,1,0,41,40.0
25,27,17,1,2,5,4.0
25,41,63,1,0,17,16.0
25,78,17,0,1,5,4.0
25,88,22,0,2,41,40.0
25,92,0,2,2,5,4.0
25,94,22,2,0,41,40.0
26,5,0,1,2,5,4.0
26,11,17,2,1,5,4.0
26,12,39,2,1,41,40.0
26,13,22,1,2,41,40.0
26,16,39,0,1,41,40.0
26,55,5,1,2,17,16.0
26,59,63,1,1,17,16.0
26,89,0,0,2,17,16.0
26,94,22,2,1,17,16.0
27,5,0,2,0,17,16.0
27,17,5,0,0,41,40.0
27,29,63,0,0,17,16.0
27,41,63,1,1,17,16.0
27,53,0,0,1,5,4.0
27,55,22,1,0,41,40.0
27,77,46,0,2,17,16.0
27,82,22,2,0,41,40.0
28,2,0,2,2,5,4.0
28,36,13,2,1,9,8.0
