src,dst,spec,used_slot,tfk_slot
18,79,0,12,12
30,43,0,11,11
85,98,0,10,10
78,68,0,10,10
69,33,0,10,10
14,62,0,10,10
94,95,0,9,9
92,37,0,9,9
76,71,0,9,9
58,8,0,9,9
41,45,0,9,9
40,44,0,9,9
34,2,0,9,9
29,31,0,9,9
24,61,0,9,9
12,67,0,9,9
6,47,0,9,9
99,83,0,8,8
89,54,0,8,8
87,32,0,8,8
75,23,0,8,8
66,65,0,8,8
57,22,0,8,8
53,10,0,8,8
49,90,0,8,8
48,60,0,8,8
35,15,0,8,8
27,81,0,8,8
13,80,0,8,8
96,97,0,7,7
88,56,0,7,7
70,1,0,7,7
64,77,0,7,7
63,93,0,7,7
46,82,0,7,7
36,52,0,7,7
26,55,0,7,7
3,21,0,7,7
0,59,0,7,7
84,11,0,6,6
20,74,0,6,6
72,39,0,5,5
42,25,0,5,5
7,50,0,5,5
4,19,0,5,5
51,38,0,4,4
9,91,0,4,4
65,70,8,11,11
84,44,9,10,10
57,28,8,10,10
3,59,7,10,10
90,81,8,9,9
48,68,10,9,9
38,18,12,9,9
25,52,7,9,9
15,30,11,9,9
9,26,7,9,9
99,91,8,8,8
88,39,7,8,8
85,49,10,8,8
60,69,10,8,8
50,78,10,8,8
45,63,9,8,8
34,5,9,8,8
32,7,8,8,8
12,95,9,8,8
6,37,9,8,8
94,89,9,7,7
92,2,9,7,7
79,55,12,7,7
75,33,10,7,7
73,31,9,7,7
72,83,8,7,7
67,10,9,7,7
64,36,7,7,7
54,20,8,7,7
53,35,8,7,7
47,17,9,7,7
43,42,11,7,7
40,19,9,7,7
4,29,9,7,7
87,58,9,6,6
86,27,8,6,6
77,23,8,6,6
76,13,9,6,6
66,41,9,6,6
56,96,7,6,6
21,16,7,6,6
93,22,8,5,5
80,8,9,5,5
51,61,9,5,5
71,62,10,3,3
14,24,10,3,3
98,11,10,2,2
93,74,13,10,10
22,30,20,10,10
76,25,16,9,9
51,84,19,9,9
33,16,17,9,9
14,77,14,9,9
86,5,0,8,8
68,54,19,8,8
53,80,15,8,8
48,39,19,8,8
41,85,18,8,8
10,1,16,8,8
96,73,16,7,7
81,62,17,7,7
70,49,19,7,7
66,8,15,7,7
58,45,17,7,7
50,29,18,7,7
34,75,17,7,7
26,71,16,7,7
23,42,18,7,7
