src,dst,spec,used_slot,tfk_slot
0,8,22.0,2,1.0
0,17,18.0,2,1.0
0,28,2.0,6,5.0
0,39,54.0,2,1.0
0,41,8.0,3,2.0
0,42,45.0,4,3.0
0,47,37.0,5,4.0
0,49,11.0,2,1.0
0,53,73.0,7,6.0
0,55,27.0,6,5.0
0,64,34.0,3,2.0
0,80,13.0,4,3.0
1,8,36.0,3,2.0
1,13,63.0,4,3.0
1,19,26.0,4,3.0
1,34,39.0,2,1.0
1,52,45.0,2,1.0
1,65,30.0,2,1.0
1,78,58.0,5,4.0
1,91,0.0,3,2.0
1,98,67.0,5,4.0
2,10,1.0,3,2.0
2,55,25.0,2,1.0
2,56,18.0,6,5.0
3,17,54.0,5,4.0
3,20,50.0,4,3.0
3,21,59.0,7,6.0
3,30,32.0,5,4.0
3,66,74.0,4,3.0
3,82,0.0,4,3.0
4,2,9.0,5,4.0
4,7,7.0,2,1.0
4,14,2.0,5,4.0
4,19,66.0,5,4.0
4,24,14.0,4,3.0
4,25,61.0,5,4.0
4,29,73.0,7,6.0
4,37,0.0,2,1.0
4,49,53.0,6,5.0
4,73,37.0,2,1.0
4,83,42.0,4,3.0
4,94,24.0,2,1.0
4,96,39.0,2,1.0
5,88,6.0,2,1.0
5,99,41.0,2,1.0
6,0,68.0,4,3.0
6,2,28.0,4,3.0
6,15,44.0,3,2.0
6,24,26.0,2,1.0
6,34,20.0,2,1.0
6,38,10.0,2,1.0
6,40,22.0,4,3.0
6,41,6.0,2,1.0
6,45,42.0,2,1.0
6,52,53.0,6,5.0
6,62,38.0,4,3.0
6,68,3.0,3,2.0
6,78,32.0,6,5.0
7,50,0.0,5,4.0
7,54,74.0,6,5.0
7,64,25.0,2,1.0
7,71,18.0,2,1.0
7,72,27.0,5,4.0
7,73,5.0,2,1.0
7,75,58.0,6,5.0
7,77,49.0,6,5.0
7,83,35.0,2,1.0
7,84,20.0,5,4.0
7,91,43.0,4,3.0
8,17,60.0,4,3.0
9,3,40.0,2,1.0
9,8,46.0,5,4.0
9,16,16.0,3,2.0
9,20,35.0,3,2.0
9,25,30.0,4,3.0
9,27,67.0,8,7.0
9,36,4.0,5,4.0
9,44,12.0,2,1.0
9,52,14.0,2,1.0
9,71,60.0,7,6.0
9,75,2.0,2,1.0
9,78,10.0,2,1.0
9,80,22.0,4,3.0
9,87,51.0,5,4.0
9,91,76.0,4,3.0
10,1,72.0,8,7.0
10,3,48.0,2,1.0
10,19,8.00000000001,3,2.0
10,20,11.0,2,1.0
10,26,4.0,2,1.0
10,33,36.0,2,1.0
10,34,58.0,2,1.0
10,39,38.0,2,1.0
10,46,28.0,3,2.0
10,58,65.0,4,3.0
10,60,24.0,4,3.0
10,61,18.0,6,5.0
10,62,54.0,4,3.0
10,79,15.0,3,2.0
10,82,60.0,5,4.0
10,84,40.0,5,4.0
10,92,52.0,2,1.0
11,7,40.0,3,2.0
11,25,4.0,2,1.0
11,39,21.0,2,1.0
12,2,70.0,4,3.0
12,3,25.0,2,1.0
12,8,9.0,6,5.0
12,17,44.0,2,1.0
12,20,5.00000000001,2,1.0
12,31,15.0,4,3.0
12,39,41.0,2,1.0
12,52,76.0,4,3.0
12,67,32.0,9,8.0
12,70,21.0,2,1.0
12,90,58.0,7,6.0
12,95,46.0,8,7.0
12,96,7.00000000001,2,1.0
12,97,65.0,4,3.0
13,5,26.0,7,6.0
13,8,0.0,2,1.0
13,25,18.0,2,1.0
13,26,2.0,2,1.0
13,27,48.0,3,2.0
13,51,20.0,2,1.0
13,55,33.0,3,2.0
13,57,24.0,2,1.0
13,67,22.0,2,1.0
13,70,52.0,4,3.0
13,85,67.0,5,4.0
13,95,56.0,7,6.0
14,5,16.0,5,4.0
14,17,14.0,2,1.0
14,18,44.0,2,1.0
14,24,48.0,3,2.0
14,62,21.0,10,9.0
14,92,46.0,2,1.0
14,93,36.0,5,4.0
14,99,31.0,5,4.0
15,9,19.0,3,2.0
15,14,0.0,2,1.0
15,18,2.0,2,1.0
15,26,32.0,4,3.0
15,30,58.0,9,8.0
15,50,6.0,2,1.0
15,61,47.0,5,4.0
15,80,8.0,2,1.0
16,82,40.0,2,1.0
16,89,71.0,6,5.0
17,98,4.0,5,4.0
18,3,4.0,2,1.0
18,11,6.0,3,2.0
18,17,40.0,4,3.0
18,37,16.0,2,1.0
18,78,12.0,3,2.0
18,79,55.0,12,11.0
18,81,25.0,2,1.0
18,84,27.0,4,3.0
19,10,13.0,2,1.0
19,15,36.0,3,2.0
19,44,30.0,6,5.0
19,63,39.0,6,5.0
19,65,73.0,7,6.0
19,81,56.0,7,6.0
20,16,9.00000000001,2,1.0
20,19,45.0,2,1.0
20,22,27.0,3,2.0
20,51,25.0,2,1.0
20,56,47.0,3,2.0
20,67,17.0,5,4.0
20,70,0.0,5,4.0
20,72,63.0,4,3.0
20,74,67.0,6,5.0
20,79,13.0,2,1.0
20,80,39.0,6,5.0
20,82,15.0,2,1.0
21,16,25.0,6,5.0
21,53,0.0,2,1.0
21,57,48.0,6,5.0
21,64,54.0,5,4.0
21,72,20.0,5,4.0
21,77,74.0,6,5.0
21,86,67.0,5,4.0
21,87,34.0,3,2.0
22,30,67.0,10,9.0
22,56,50.0,6,5.0
23,15,56.0,2,1.0
23,40,6.0,5,4.0
23,42,49.0,7,6.0
23,98,62.0,5,4.0
24,0,0.0,2,1.0
24,14,68.0,8,7.0
24,16,55.0,2,1.0
24,20,30.0,4,3.0
24,22,18.0,5,4.0
24,27,51.0,4,3.0
24,55,57.0,2,1.0
24,56,41.0,5,4.0
24,58,23.0,2,1.0
24,61,59.0,9,8.0
24,81,2.0,2,1.0
24,90,36.0,4,3.0
25,1,11.0,6,5.0
25,28,20.0,3,2.0
25,52,34.0,9,8.0
25,66,0.0,2,1.0
25,67,66.0,3,2.0
25,86,56.0,4,3.0
25,97,69.0,2,1.0
26,27,63.0,4,3.0
26,38,36.0,2,1.0
26,55,10.0,7,6.0
26,59,25.0,6,5.0
26,71,45.0,7,6.0
26,73,53.0,3,2.0
26,96,67.0,7,6.0
27,12,3.00000000001,2,1.0
27,48,28.0,3,2.0
27,68,21.0,5,4.0
27,73,31.0,6,5.0
27,81,40.0,8,7.0
27,89,18.0,3,2.0
27,92,6.0,3,2.0
28,6,76.0,4,3.0
28,29,11.0,3,2.0
28,75,69.0,5,4.0
30,21,2.0,2,1.0
30,42,37.0,3,2.0
30,68,53.0,5,4.0
30,71,23.0,4,3.0
30,82,48.0,5,4.0
31,3,27.0,2,1.0
31,7,32.0,3,2.0
31,11,56.0,4,3.0
31,16,66.0,5,4.0
31,17,21.0,2,1.0
31,30,42.0,2,1.0
31,39,73.0,7,6.0
31,44,5.00000000003,5,4.0
31,46,44.0,3,2.0
31,60,12.0,3,2.0
31,82,10.0,2,1.0
31,84,47.0,4,3.0
31,99,29.0,2,1.0
32,6,16.0,4,3.0
32,7,64.0,8,7.0
32,16,11.0,5,4.0
32,19,20.0,6,5.0
32,24,4.0,2,1.0
32,40,57.0,3,2.0
32,41,43.0,4,3.0
32,45,34.0,2,1.0
32,73,72.0,8,7.0
32,74,54.0,3,2.0
32,76,6.0,4,3.0
32,84,36.0,2,1.0
32,85,47.0,4,3.0
32,91,51.0,2,1.0
32,94,38.0,5,4.0
33,2,32.0,2,1.0
33,3,12.0,4,3.0
33,16,57.0,9,8.0
33,27,75.0,5,4.0
33,54,71.0,3,2.0
33,79,18.0,5,4.0
34,1,17.0,3,2.0
34,2,60.0,9,8.0
34,3,78.0,2,1.0
34,4,30.0,6,5.0
34,5,69.0,8,7.0
34,25,52.0,4,3.0
34,39,2.0,6,5.0
34,44,41.0,4,3.0
34,49,13.0,2,1.0
34,63,28.0,2,1.0
34,67,8.0,5,4.0
34,69,45.0,4,3.0
34,73,49.0,3,2.0
35,6,62.0,6,5.0
35,15,72.0,8,7.0
36,5,77.0,3,2.0
36,11,28.0,2,1.0
36,40,49.0,4,3.0
36,41,26.0,2,1.0
36,42,59.0,5,4.0
36,54,14.0,6,5.0
36,55,20.0,4,3.0
36,59,36.0,2,1.0
36,67,53.0,6,5.0
36,70,11.0,3,2.0
36,73,24.0,2,1.0
36,77,46.0,3,2.0
36,94,71.0,6,5.0
37,31,37.0,5,4.0
37,43,42.0,2,1.0
37,48,19.0,3,2.0
37,91,6.99999999999,5,4.0
38,3,6.0,4,3.0
38,15,67.0,5,4.0
38,18,46.0,9,8.0
38,39,32.0,4,3.0
38,40,17.0,5,4.0
38,53,15.0,2,1.0
38,90,25.0,4,3.0
39,31,60.0,5,4.0
40,0,60.0,4,3.0
40,13,41.0,2,1.0
40,24,76.0,4,3.0
40,30,0.0,2,1.0
40,44,64.0,9,8.0
40,50,35.0,4,3.0
40,57,14.0,3,2.0
40,61,2.0,4,3.0
40,68,26.0,3,2.0
40,76,31.0,3,2.0
40,84,11.0,3,2.0
40,85,29.0,2,1.0
40,90,73.0,2,1.0
40,98,44.0,3,2.0
41,3,17.0,5,4.0
41,8,32.0,2,1.0
41,22,36.0,5,4.0
41,85,72.0,8,7.0
42,1,41.0,4,3.0
42,25,6.0,5,4.0
42,70,19.0,2,1.0
42,95,67.0,6,5.0
43,3,68.0,5,4.0
43,4,59.0,2,1.0
43,10,45.0,3,2.0
43,14,61.0,7,6.0
43,23,0.0,5,4.0
43,29,14.0,5,4.0
43,31,19.0,2,1.0
43,41,53.0,6,5.0
43,42,73.0,7,6.0
43,52,48.0,5,4.0
43,58,25.0,3,2.0
43,66,32.0,4,3.0
43,70,36.0,2,1.0
43,82,8.00000000001,2,1.0
43,97,10.0,4,3.0
43,99,21.0,2,1.0
44,15,52.0,4,3.0
44,54,0.0,2,1.0
45,14,52.0,2,1.0
45,19,0.0,2,1.0
45,33,66.0,4,3.0
45,57,61.0,5,4.0
45,58,21.0,2,1.0
45,61,54.0,5,4.0
45,63,70.0,8,7.0
45,64,7.00000000001,5,4.0
45,66,36.0,2,1.0
46,33,0.0,2,1.0
46,82,71.0,7,6.0
47,5,8.00000000001,2,1.0
47,7,55.0,3,2.0
47,8,2.0,2,1.0
47,15,4.0,2,1.0
47,17,68.0,7,6.0
47,25,75.0,5,4.0
47,28,34.0,3,2.0
47,36,30.0,3,2.0
47,98,15.0,4,3.0
48,3,22.0,3,2.0
48,9,42.0,4,3.0
48,13,13.0,4,3.0
48,22,31.0,2,1.0
48,34,0.0,2,1.0
48,41,59.0,4,3.0
48,44,17.0,2,1.0
48,60,63.0,8,7.0
48,63,50.0,4,3.0
48,68,71.0,9,8.0
48,74,5.0,8,7.0
48,80,2.0,3,2.0
48,81,33.0,2,1.0
49,21,4.0,4,3.0
49,90,15.0,8,7.0
50,6,48.0,4,3.0
50,14,12.0,2,1.0
50,16,45.0,3,2.0
