src,dst,spec,used_slot,tfk_slot
0,8,48.0,2,1.0
0,9,75.0,5,4.0
0,13,50.0,5,4.0
0,17,32.0,2,1.0
0,28,59.0,6,5.0
0,39,20.0,2,1.0
0,41,5.0,3,2.0
0,42,71.0,4,3.0
0,47,41.0,5,4.0
0,49,46.0,2,1.0
0,53,24.0,7,6.0
0,55,65.0,6,5.0
0,66,15.0,5,4.0
0,80,55.0,4,3.0
0,83,8.0,7,6.0
1,8,65.0,3,2.0
1,13,7.00000000001,4,3.0
1,19,71.0,4,3.0
1,65,63.0,2,1.0
1,78,11.0,5,4.0
1,91,24.0,3,2.0
2,10,53.0,3,2.0
2,55,34.0,2,1.0
2,56,36.0,6,5.0
3,17,59.0,5,4.0
3,20,74.0,4,3.0
3,21,66.0,7,6.0
3,30,23.0,5,4.0
3,55,0.0,7,6.0
3,82,30.0,4,3.0
4,2,60.0,5,4.0
4,7,19.0,2,1.0
4,14,25.0,5,4.0
4,19,45.0,5,4.0
4,24,21.0,4,3.0
4,25,34.0,5,4.0
4,29,50.0,7,6.0
4,37,57.0,2,1.0
4,49,0.0,6,5.0
4,56,66.0,6,5.0
4,83,15.0,4,3.0
4,94,78.0,2,1.0
5,88,36.0,2,1.0
5,99,17.0,2,1.0
6,2,56.0,4,3.0
6,15,49.0,3,2.0
6,37,16.0,8,7.0
6,38,0.0,2,1.0
6,40,12.0,4,3.0
6,41,60.0,2,1.0
6,47,24.0,9,8.0
6,52,74.0,6,5.0
6,60,5.0,6,5.0
6,62,33.0,4,3.0
6,68,2.0,3,2.0
6,78,62.0,6,5.0
7,50,68.0,5,4.0
7,54,21.0,6,5.0
7,71,0.0,2,1.0
7,72,27.0,5,4.0
7,73,2.0,2,1.0
7,75,7.0,6,5.0
7,77,51.0,6,5.0
7,83,4.0,2,1.0
7,84,73.0,5,4.0
7,91,44.0,4,3.0
8,17,19.0,4,3.0
9,8,68.0,5,4.0
9,16,7.0,3,2.0
9,27,29.0,8,7.0
9,44,22.0,2,1.0
9,52,0.0,2,1.0
9,71,49.0,7,6.0
9,80,11.0,4,3.0
9,87,2.0,5,4.0
9,91,56.0,4,3.0
10,1,16.0,8,7.0
10,3,46.0,2,1.0
10,20,29.0,2,1.0
10,26,48.0,2,1.0
10,33,51.0,2,1.0
10,46,31.0,3,2.0
10,58,57.0,4,3.0
10,60,75.0,4,3.0
10,61,0.0,6,5.0
10,62,62.0,4,3.0
10,79,13.0,3,2.0
10,82,34.0,5,4.0
10,84,24.0,5,4.0
11,7,64.0,3,2.0
11,25,5.00000000001,2,1.0
11,39,9.0,2,1.0
12,2,68.0,4,3.0
12,3,9.0,2,1.0
12,8,57.0,6,5.0
12,20,31.0,2,1.0
12,39,64.0,2,1.0
12,45,36.0,8,7.0
12,52,53.0,4,3.0
12,67,44.0,9,8.0
12,90,72.0,7,6.0
12,95,1.0,8,7.0
12,97,27.0,4,3.0
13,5,27.0,7,6.0
13,8,15.0,2,1.0
13,26,69.0,2,1.0
13,27,71.0,3,2.0
13,55,17.0,3,2.0
13,57,13.0,2,1.0
13,67,0.0,2,1.0
13,70,62.0,4,3.0
13,85,2.0,5,4.0
13,90,21.0,6,5.0
13,95,34.0,7,6.0
14,5,65.0,5,4.0
14,17,53.0,2,1.0
14,24,6.0,3,2.0
14,62,70.0,10,9.0
14,77,16.0,9,8.0
14,93,33.0,5,4.0
14,99,55.0,5,4.0
