beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
0.0,827.0,237250.0,827.0,0.0,0.0,0.0,727.0,206810.0,727.0
1e-05,827.0,238330.0,829.3833,0.0,0.0,0.0,729.0,207110.0,731.0711
2e-05,827.0,238060.0,831.7612,0.0,0.0,0.0,721.0,203760.0,725.0752
4e-05,827.0,237500.0,836.5,0.0,0.0,0.0,719.0,204720.0,727.1888
8e-05,827.0,238260.0,846.0608,0.0,0.0,0.0,718.0,203770.0,734.3016
0.0001,827.0,239010.0,850.901,0.0,0.0,0.0,718.0,205150.0,738.515
0.0002,827.0,239350.0,874.87,0.0,0.0,0.0,724.0,206010.0,765.202
0.0004,827.0,239660.0,922.864,0.0,0.0,0.0,715.0,207540.0,798.016
0.0008,827.0,240590.0,1019.472,0.0,0.0,0.0,725.0,208670.0,891.936
0.001,826.0,241410.0,1067.41,0.0,0.0,0.0,725.0,208760.0,933.76
0.002,824.0,242760.0,1309.52,0.0,0.0,0.0,705.0,208670.0,1122.34
0.004,824.0,243490.0,1797.96,0.0,0.0,0.0,715.0,208340.0,1548.36
0.008,815.0,245050.0,2775.4,0.0,0.0,0.0,707.0,210340.0,2389.72
0.01,807.0,245830.0,3265.3,0.0,0.0,0.0,596.0,223670.0,2832.7
0.02,787.0,246840.0,5723.8,0.0,0.0,0.0,596.0,223670.0,5069.4
0.04,737.0,248960.0,10695.4,0.0,0.0,0.0,596.0,223670.0,9542.8
0.08,715.0,249640.0,20686.2,0.0,0.0,0.0,596.0,223670.0,18489.6
0.1,709.0,249740.0,25683.0,0.0,0.0,0.0,596.0,223670.0,22963.0
0.2,698.0,250100.0,50718.0,0.0,0.0,0.0,596.0,223670.0,45330.0
0.4,701.0,250060.0,100725.0,0.0,0.0,0.0,596.0,223670.0,90064.0
1.0,701.0,250200.0,250901.0,0.0,0.0,0.0,596.0,223670.0,224266.0
10.0,706.0,250200.0,2502706.0,0.0,0.0,0.0,596.0,223670.0,2237296.0
