beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
0.0,841.0,241120.0,841.0,0.0,0.0,0.0,731.0,208760.0,731.0
1e-05,842.0,243310.0,844.4331,0.0,0.0,0.0,733.0,211520.0,735.1152
2e-05,842.0,242400.0,846.848,0.0,0.0,0.0,729.0,208580.0,733.1716
4e-05,842.0,243830.0,851.7532,0.0,0.0,0.0,735.0,212420.0,743.4968
8e-05,841.0,243240.0,860.4592,0.0,0.0,0.0,723.0,178010.0,737.2408
0.0001,842.0,242710.0,866.271,0.0,0.0,0.0,731.0,211130.0,752.113
0.0002,842.0,242660.0,890.532,0.0,0.0,0.0,730.0,209060.0,771.812
0.0004,842.0,244460.0,939.784,0.0,0.0,0.0,735.0,211120.0,819.448
0.0008,842.0,245630.0,1038.504,0.0,0.0,0.0,724.0,210550.0,892.44
0.001,842.0,244870.0,1086.87,0.0,0.0,0.0,729.0,211060.0,940.06
0.002,841.0,245760.0,1332.52,0.0,0.0,0.0,727.0,210580.0,1148.16
0.004,839.0,247500.0,1829.0,0.0,0.0,0.0,724.0,212570.0,1574.28
0.008,831.0,249200.0,2824.6,0.0,0.0,0.0,594.0,229500.0,2430.0
0.01,831.0,249210.0,3323.1,0.0,0.0,0.0,594.0,229500.0,2889.0
0.02,804.0,251130.0,5826.6,0.0,0.0,0.0,594.0,229500.0,5184.0
0.04,731.0,254010.0,10891.4,0.0,0.0,0.0,594.0,229500.0,9774.0
0.08,704.0,254720.0,21081.6,0.0,0.0,0.0,594.0,229500.0,18954.0
0.1,704.0,254810.0,26185.0,0.0,0.0,0.0,594.0,229500.0,23544.0
0.2,700.0,254930.0,51686.0,0.0,0.0,0.0,594.0,229500.0,46494.0
0.4,700.0,255030.0,102712.0,0.0,0.0,0.0,594.0,229500.0,92394.0
1.0,695.0,255080.0,255775.0,0.0,0.0,0.0,594.0,229500.0,230094.0
10.0,696.0,255140.0,2552096.0,0.0,0.0,0.0,594.0,229500.0,2295594.0
