beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb
0.0,1276.0,245350.0,1276.0,1275.0,244950.0,1275.0
0.005,1267.0,258425.0,2559.125,1266.0,258225.0,2557.125
0.01,1255.0,261375.0,3868.75,1254.0,261175.0,3865.75
0.015,1252.0,260700.0,5162.5,1252.0,260700.0,5162.5
0.02,1253.0,261350.0,6480.0,1253.0,261350.0,6480.0
0.025,1243.0,262275.0,7799.875,1238.0,260850.0,7759.25
0.03,1241.0,262400.0,9113.0,1241.0,262400.0,9113.0
0.035,1239.0,261375.0,10387.125,1237.0,261150.0,10377.25
0.04,1102.0,268300.0,11834.0,1100.0,267900.0,11816.0
0.045,619.0,278225.0,13139.125,619.0,278225.0,13139.125
0.05,636.0,279225.0,14597.25,636.0,279225.0,14597.25
0.055,624.0,279650.0,16004.75,624.0,279650.0,16004.75
0.06,622.0,278550.0,17335.0,622.0,278550.0,17335.0
0.065,602.0,278225.0,18686.625,602.0,278225.0,18686.625
0.07,548.0,277225.0,19953.75,547.0,277125.0,19945.75
0.075,528.0,278225.0,21394.875,528.0,278225.0,21394.875
0.08,518.0,278700.0,22814.0,517.0,278600.0,22805.0
0.085,540.0,278525.0,24214.625,540.0,278525.0,24214.625
0.09,503.0,278825.0,25597.25,503.0,278825.0,25597.25
0.095,513.0,279250.0,27041.75,512.0,279050.0,27021.75
0.1,516.0,278700.0,28386.0,515.0,278600.0,28375.0
0.15,509.0,278875.0,42340.25,509.0,278875.0,42340.25
0.2,501.0,278275.0,56156.0,501.0,278275.0,56156.0
0.25,555.0,279500.0,70430.0,555.0,279500.0,70430.0
0.3,499.0,278950.0,84184.0,499.0,278950.0,84184.0
0.35,493.0,278775.0,98064.25,492.0,278750.0,98054.5
0.4,508.0,278725.0,111998.0,508.0,278725.0,111998.0
0.45,499.0,278850.0,125981.5,499.0,278850.0,125981.5
0.5,496.0,278125.0,139558.5,495.0,277925.0,139457.5
0.55,498.0,277700.0,153233.0,498.0,277700.0,153233.0
0.6,491.0,278625.0,167666.0,491.0,278625.0,167666.0
0.65,492.0,278150.0,181289.5,491.0,277150.0,180638.5
0.7,492.0,278475.0,195424.5,492.0,278475.0,195424.5
0.75,501.0,278475.0,209357.25,500.0,278375.0,209281.25
0.8,502.0,278575.0,223362.0,501.0,278550.0,223341.0
0.85,487.0,278050.0,236829.5,487.0,278050.0,236829.5
0.9,496.0,278475.0,251123.5,496.0,278475.0,251123.5
0.95,491.0,278600.0,265161.0,490.0,277600.0,264210.0
1.0,499.0,278825.0,279324.0,499.0,278825.0,279324.0
10.0,489.0,277625.0,2776739.0,489.0,277625.0,2776739.0
20.0,487.0,277925.0,5558987.0,487.0,277925.0,5558987.0
30.0,498.0,278775.0,8363748.0,498.0,278775.0,8363748.0
40.0,506.0,278275.0,11131506.0,505.0,278175.0,11127505.0
50.0,487.0,278025.0,13901737.0,486.0,278000.0,13900486.0
60.0,498.0,278350.0,16701498.0,498.0,278350.0,16701498.0
70.0,502.0,278025.0,19462252.0,500.0,277800.0,19446500.0
80.0,499.0,276950.0,22156499.0,499.0,276950.0,22156499.0
90.0,484.0,278650.0,25078984.0,483.0,278450.0,25060983.0
100.0,487.0,277925.0,27792987.0,487.0,277925.0,27792987.0
