beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb
0.0,216.0,173500.0,216.0,197.0,151500.0,197.0
0.005,151.0,225750.0,1279.75,136.0,189250.0,1082.25
0.01,113.0,232000.0,2433.0,105.0,203500.0,2140.0
0.015,113.0,232000.0,3593.0,108.0,204250.0,3171.75
0.02,108.0,232250.0,4753.0,97.0,213250.0,4362.0
0.025,110.0,232250.0,5916.25,99.0,206500.0,5261.5
0.03,110.0,232250.0,7077.5,96.0,213750.0,6508.5
0.035,110.0,232250.0,8238.75,92.0,210000.0,7442.0
0.04,113.0,232000.0,9393.0,105.0,203500.0,8245.0
0.045,110.0,232250.0,10561.25,94.0,210500.0,9566.5
0.05,110.0,232250.0,11722.5,93.0,210750.0,10630.5
0.055,110.0,232250.0,12883.75,91.0,210250.0,11654.75
0.06,110.0,232250.0,14045.0,98.0,208500.0,12608.0
0.065,108.0,232250.0,15204.25,98.0,214250.0,14024.25
0.07,110.0,232250.0,16367.5,97.0,213750.0,15059.5
0.075,108.0,232250.0,17526.75,97.0,211000.0,15922.0
0.08,110.0,232250.0,18690.0,91.0,209750.0,16871.0
0.085,110.0,232250.0,19851.25,93.0,210250.0,17964.25
0.09,110.0,232250.0,21012.5,92.0,210500.0,19037.0
0.095,110.0,232250.0,22173.75,91.0,209750.0,20017.25
0.1,110.0,232250.0,23335.0,98.0,208500.0,20948.0
0.15,110.0,232250.0,34947.5,96.0,213000.0,32046.0
0.2,110.0,232250.0,46560.0,93.0,210250.0,42143.0
0.25,110.0,232250.0,58172.5,96.0,213750.0,53533.5
0.3,110.0,232250.0,69785.0,92.0,210000.0,63092.0
0.35,110.0,232250.0,81397.5,93.0,210250.0,73680.5
0.4,110.0,232250.0,93010.0,94.0,210500.0,84294.0
0.45,108.0,232250.0,104620.5,98.0,212250.0,95610.5
0.5,110.0,232250.0,116235.0,90.0,209500.0,104840.0
0.55,108.0,232250.0,127845.5,99.0,212500.0,116974.0
0.6,110.0,232250.0,139460.0,97.0,211250.0,126847.0
0.65,110.0,232250.0,151072.5,97.0,213750.0,139034.5
0.7,110.0,232250.0,162685.0,96.0,210500.0,147446.0
0.75,110.0,232250.0,174297.5,92.0,210000.0,157592.0
0.8,110.0,232250.0,185910.0,96.0,213750.0,171096.0
0.85,110.0,232250.0,197522.5,93.0,210750.0,179230.5
0.9,111.0,232000.0,208911.0,94.0,210250.0,189319.0
0.95,110.0,232000.0,220510.0,93.0,215750.0,205055.5
1.0,110.0,232250.0,232360.0,98.0,211500.0,211598.0
10.0,110.0,232250.0,2322610.0,94.0,211000.0,2110094.0
20.0,110.0,232250.0,4645110.0,91.0,209750.0,4195091.0
30.0,110.0,232250.0,6967610.0,91.0,210250.0,6307591.0
40.0,108.0,232250.0,9290108.0,99.0,214500.0,8580099.0
50.0,107.0,232000.0,11600107.0,96.0,211250.0,10562596.0
60.0,110.0,232250.0,13935110.0,93.0,210750.0,12645093.0
70.0,110.0,232250.0,16257610.0,98.0,211500.0,14805098.0
80.0,110.0,232250.0,18580110.0,93.0,210250.0,16820093.0
90.0,108.0,232250.0,20902608.0,97.0,214000.0,19260097.0
100.0,108.0,232250.0,23225108.0,97.0,214000.0,21400097.0
