beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
0.0,802.0,162843.0,802.0,0.0,0.0,0.0,719.0,131243.0,719.0
1e-05,803.0,167040.0,804.6704,0.0,0.0,0.0,707.0,125643.0,708.25643
2e-05,803.0,167340.0,806.3468,0.0,0.0,0.0,715.0,128643.0,717.57286
4e-05,804.0,166441.0,810.65764,0.0,0.0,0.0,712.0,126843.0,717.07372
8e-05,803.0,166440.0,816.3152,0.0,0.0,0.0,712.0,162943.0,725.03544
0.0001,802.0,167440.0,818.744,0.0,0.0,0.0,716.0,128843.0,728.8843
0.0002,801.0,175243.0,836.0486,0.0,0.0,0.0,714.0,132843.0,740.5686
0.0004,804.0,172843.0,873.1372,0.0,0.0,0.0,707.0,167948.0,774.1792
0.0008,800.0,178241.0,942.5928,0.0,0.0,0.0,680.0,173788.0,819.0304
0.001,800.0,179841.0,979.841,0.0,0.0,0.0,687.0,175119.0,862.119
0.002,790.0,187031.0,1164.062,0.0,0.0,0.0,654.0,181059.0,1016.118
0.004,781.0,191231.0,1545.924,0.0,0.0,0.0,638.0,184249.0,1374.996
0.008,638.0,213420.0,2345.36,0.0,0.0,0.0,570.0,194760.0,2128.08
0.01,578.0,220346.0,2781.46,0.0,0.0,0.0,524.0,197086.0,2494.86
0.02,521.0,225163.0,5024.26,0.0,0.0,0.0,494.0,201563.0,4525.26
0.04,498.0,226280.0,9549.2,0.0,0.0,0.0,403.0,204464.0,8581.56
0.08,484.0,226665.0,18617.2,0.0,0.0,0.0,386.0,205242.0,16805.36
0.1,498.0,226291.0,23127.1,0.0,0.0,0.0,397.0,205535.0,20950.5
0.2,491.0,226266.0,45744.2,0.0,0.0,0.0,403.0,204464.0,41295.8
0.4,490.0,226487.0,91084.8,0.0,0.0,0.0,401.0,207343.0,83338.2
1.0,494.0,226279.0,226773.0,0.0,0.0,0.0,391.0,204851.0,205242.0
10.0,489.0,226370.0,2264189.0,0.0,0.0,0.0,393.0,205634.0,2056733.0
