beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
0.0,786.0,166250.0,786.0,0.0,0.0,0.0,699.0,129850.0,699.0
1e-05,786.0,168849.0,787.68849,0.0,0.0,0.0,694.0,129850.0,695.2985
2e-05,786.0,168649.0,789.37298,0.0,0.0,0.0,695.0,163938.0,698.27876
4e-05,786.0,169249.0,792.76996,0.0,0.0,0.0,692.0,128850.0,697.154
8e-05,786.0,171439.0,799.71512,0.0,0.0,0.0,700.0,134050.0,710.724
0.0001,786.0,170949.0,803.0949,0.0,0.0,0.0,696.0,133150.0,709.315
0.0002,788.0,179948.0,823.9896,0.0,0.0,0.0,685.0,134350.0,711.87
0.0004,787.0,179549.0,858.8196,0.0,0.0,0.0,692.0,134550.0,745.82
0.0008,786.0,181148.0,930.9184,0.0,0.0,0.0,673.0,173863.0,812.0904
0.001,784.0,185148.0,969.148,0.0,0.0,0.0,652.0,176637.0,828.637
0.002,782.0,187048.0,1156.096,0.0,0.0,0.0,654.0,178542.0,1011.084
0.004,770.0,193917.0,1545.668,0.0,0.0,0.0,645.0,183127.0,1377.508
0.008,643.0,213882.0,2354.056,0.0,0.0,0.0,559.0,193730.0,2108.84
0.01,555.0,224087.0,2795.87,0.0,0.0,0.0,516.0,202030.0,2536.3
0.02,502.0,228448.0,5070.96,0.0,0.0,0.0,412.0,209242.0,4596.84
0.04,490.0,229033.0,9651.32,0.0,0.0,0.0,412.0,209242.0,8781.68
0.08,492.0,229148.0,18823.84,0.0,0.0,0.0,412.0,209242.0,17151.36
0.1,492.0,229335.0,23425.5,0.0,0.0,0.0,412.0,209242.0,21336.2
0.2,488.0,229335.0,46355.0,0.0,0.0,0.0,412.0,209242.0,42260.4
0.4,481.0,229423.0,92250.2,0.0,0.0,0.0,412.0,209242.0,84108.8
1.0,487.0,229355.0,229842.0,0.0,0.0,0.0,412.0,209242.0,209654.0
10.0,487.0,229434.0,2294827.0,0.0,0.0,0.0,412.0,209242.0,2092832.0
