beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
0.0,757.0,169519.0,757.0,0.0,0.0,0.0,672.0,122919.0,672.0
1e-05,757.0,171718.0,758.71718,0.0,0.0,0.0,669.0,120919.0,670.20919
2e-05,757.0,171818.0,760.43636,0.0,0.0,0.0,670.0,131719.0,672.63438
4e-05,758.0,172719.0,764.90876,0.0,0.0,0.0,669.0,131919.0,674.27676
8e-05,757.0,172119.0,770.76952,0.0,0.0,0.0,672.0,132119.0,682.56952
0.0001,758.0,172319.0,775.2319,0.0,0.0,0.0,673.0,168120.0,689.812
0.0002,757.0,180918.0,793.1836,0.0,0.0,0.0,669.0,120919.0,693.1838
0.0004,757.0,180518.0,829.2072,0.0,0.0,0.0,649.0,172519.0,718.0076
0.0008,755.0,183519.0,901.8152,0.0,0.0,0.0,642.0,176014.0,782.8112
0.001,755.0,185019.0,940.019,0.0,0.0,0.0,637.0,178595.0,815.595
0.002,751.0,187618.0,1126.236,0.0,0.0,0.0,630.0,177897.0,985.794
0.004,731.0,194803.0,1510.212,0.0,0.0,0.0,600.0,184193.0,1336.772
0.008,618.0,212059.0,2314.472,0.0,0.0,0.0,553.0,194076.0,2105.608
0.01,560.0,219140.0,2751.4,0.0,0.0,0.0,497.0,199183.0,2488.83
0.02,486.0,224772.0,4981.44,0.0,0.0,0.0,483.0,201985.0,4522.7
0.04,479.0,225239.0,9488.56,0.0,0.0,0.0,395.0,204787.0,8586.48
0.08,475.0,225257.0,18495.56,0.0,0.0,0.0,395.0,204787.0,16777.96
0.1,479.0,225150.0,22994.0,0.0,0.0,0.0,395.0,204787.0,20873.7
0.2,480.0,225136.0,45507.2,0.0,0.0,0.0,395.0,204787.0,41352.4
0.4,474.0,225662.0,90738.8,0.0,0.0,0.0,395.0,204787.0,82309.8
1.0,473.0,225454.0,225927.0,0.0,0.0,0.0,395.0,204787.0,205182.0
10.0,481.0,225469.0,2255171.0,0.0,0.0,0.0,395.0,204787.0,2048265.0
