arch4_connections_lb,arch4_connections_ub,arch4_throughput_lb,arch4_throughput_ub,arch1_connections,arch1_throughput,arch2_connections_lb,arch2_connections_ub,arch2_throughput_lb,arch2_throughput_ub,arch5_connections_lb,arch5_connections_ub,arch5_throughput_lb,arch5_throughput_ub,total_cnk
1484.0,1589.0,341375.0,430375.0,300.0,300000.0,3555.0,3948.0,390800.0,494225.0,1972.0,3945.0,246550.0,490325.0,8070.0
